,Address,BuildingType,ComplianceStatus,DataYear,DefaultData,ENERGYSTARScore,LargestPropertyUseType,ListOfAllPropertyUseTypes,Neighborhood,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber
5026," ""235 BELLEVUE AVE E""",Multifamily LR (1-4),Compliant,2015,No,56.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,THE HAWAIIAN APARTMENT,2925049048
5027," ""219 BELLEVUE AVE E""",Multifamily LR (1-4),Compliant,2015,No,86.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,VIEWMONT APT,2925049052
5028," ""203 BELLEVUE AVE E""",Multifamily LR (1-4),Compliant,2015,No,22.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,CHARDONNAY APARTMENTS,2925049066
5029," ""1400 E PROSPECT ST""",Nonresidential COS,Compliant,2015,No,,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,EAST,Other,SEATTLE ASIAN ART MUSEUM (VOLUNTEER PARK),2925049087
5030," ""603 EASTLAKE AVE E""",Multifamily LR (1-4),Compliant,2015,No,100.0,Multifamily Housing,Multifamily Housing,LAKE UNION,Low-Rise Multifamily,JENSEN BLDG,2925049097
5031," ""11060 2ND AVE NE""",Multifamily LR (1-4),Compliant,2015,No,100.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,NORTHGATE APTS,2926049011
5032," ""10740 MERIDIAN AVE N""",NonResidential,Compliant,2015,Yes,76.0,Office,Office,NORTHWEST,Small- and Mid-Sized Office,MERIDIAN NORTH OFFICE BUILDING,2926049018
5033," ""10500 MERIDIAN AVE N""",Multifamily LR (1-4),Compliant,2015,Yes,91.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,GALLERIA,2926049021
5034," ""2237 N 106TH ST""",Multifamily LR (1-4),Compliant,2015,No,69.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,NORTH COURT APTS,2926049023
5035," ""11309 8TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,75.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,NORTHGATE VIEW #2,2926049034
5036," ""10716 5TH AVE NE""",NonResidential,Compliant,2015,Yes,89.0,Retail Store,Retail Store,NORTH,Retail Store,LINE RETAIL,2926049039
5037," ""11355 3RD AVE NE""",Multifamily LR (1-4),Compliant,2015,No,93.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,CITIGATE APTS,2926049050
5038," ""11301 3RD AVE NE""",NonResidential,Compliant,2015,No,4.0,Senior Care Community,"Parking, Senior Care Community",NORTH,Senior Care Community,FOUNDATION HOUSE - NORTHGATE,2926049051
5039," ""11030 5TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,45.0,,,NORTH,Senior Care Community,NORTHGATE PLAZA,2926049055
5040," ""10740 8TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,61.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,MCGUIRE COURT APTS,2926049063
5041," ""12340 ROOSEVELT WAY NE""",Multifamily LR (1-4),Compliant,2015,No,87.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,TOWN & COUNTRY APT'S,2926049074
5042," ""528 NE NORTHGATE WAY""",Multifamily MR (5-9),Compliant,2015,No,,Senior Care Community,"Office, Senior Care Community",NORTH,Senior Care Community,NORTHAVEN II,2926049089
5043," ""2111 N NORTHGATE WAY""",NonResidential,Compliant,2015,No,87.0,Office,Office,NORTHWEST,Small- and Mid-Sized Office,OFFICE BUILDING,2926049094
5044," ""12012 10TH PL NE""",Multifamily LR (1-4),Compliant,2015,Yes,61.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,APARTMENTS,2926049130
5045," ""2245 YALE AVE E""",Multifamily LR (1-4),Compliant,2015,Yes,99.0,Multifamily Housing,Multifamily Housing,LAKE UNION,Low-Rise Multifamily,LYNNYALE APTS,2902200445
5046," ""2231 FRANKLIN AVE E""",Multifamily LR (1-4),Compliant,2015,No,93.0,,,LAKE UNION,Low-Rise Multifamily,VILLA ANITA APTS,2902200595
5047," ""11319 8TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,67.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,NORTHGATE VIEW #1,2926049148
5048," ""11201 ROOSEVELT WAY NE""",NonResidential,Compliant,2015,No,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office, Retail Store",NORTH,Mixed Use Property,DISPLAY COSTUMES,2926049163
5049," ""11223 8TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,59.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,NORTHGATE VIEW #3,2926049166
5050," ""11050 8TH AVE NE""",Multifamily MR (5-9),Compliant,2015,Yes,40.0,Multifamily Housing,Multifamily Housing,NORTH,Mid-Rise Multifamily,CEDARVALE HOUSE & VILLAGE,2926049178
5051," ""10700 5TH AVE NE""",NonResidential,Compliant,2015,Yes,63.0,Retail Store,Retail Store,NORTH,Retail Store,RETAIL STORES,2926049223
5052," ""10564 5TH AVE NE""",NonResidential,Compliant,2015,No,61.0,Medical Office,Medical Office,NORTH,Medical Office,FIFTH AVENUE MEDICAL CENTER,2926049266
5053," ""10805 ROOSEVELT WAY NE""",NonResidential,Compliant,2015,No,,Self-Storage Facility,"Office, Parking, Self-Storage Facility",NORTH,"Self-Storage Facility
",NORTHGATE SELF STORAGE,2926049287
5054," ""10510 5TH AVE NE""",Nonresidential COS,Compliant,2015,No,,Other - Recreation,Other - Recreation,NORTH,Other,NORTHGATE COMMUNITY CENTER & PARK,2926049431
5055," ""11045 8TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,12.0,Senior Care Community,Senior Care Community,NORTH,Senior Care Community,NORTHAVEN SENIOR LIVING,2926049469
5056," ""12002 ROOSEVELT WAY NE""",Multifamily LR (1-4),Compliant,2015,Yes,42.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,ROOSEVELT RIDGE APTS,2926049503
5057," ""2101 1ST AVE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Retail Store",DOWNTOWN,Mixed Use Property,GUIRY/SCHILLISTAD CONDOMINIUM,2953700000
5058," ""3000 60TH AVE SW""",Multifamily LR (1-4),Compliant,2015,No,83.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,ALKI PLACE APTS,2997800006
5059," ""9643 20TH AVE SW""",NonResidential,Compliant,2015,No,86.0,K-12 School,K-12 School,DELRIDGE,K-12 School,HOLY FAMILY SCHOOL,3004800005
5060," ""11556 GREENWOOD AVE N""",Multifamily LR (1-4),Compliant,2015,No,70.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,HALCON CONDOMINIUM,3021700000
5061," ""7739 1ST AVE S""",NonResidential,Compliant,2015,No,,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",DELRIDGE,Other,LAIDLAW,3024049018
5062," ""600 SW KENYON ST""",Multifamily LR (1-4),Compliant,2015,No,69.0,Multifamily Housing,"Multifamily Housing, Other",DELRIDGE,Low-Rise Multifamily,THE OVERLOOK AT WESTRIDGE,3024049024
5063," ""7717 DETROIT AVE SW""",NonResidential,Compliant,2015,No,9.0,Office,"Non-Refrigerated Warehouse, Office",DELRIDGE,Small- and Mid-Sized Office,MACDONALD MILLER,3024049026
5064," ""1255 WESTLAKE AVE N""",NonResidential,Compliant,2015,No,,Other,Other,MAGNOLIA / QUEEN ANNE,Other,NATIONAL SIGN CO,3025049004
5065," ""11111 AURORA AVE N""",NonResidential,Compliant,2015,No,,Other,Other,NORTHWEST,Other,EVERGREEN-WASHELLI,3026049008
5066," ""10501 MERIDIAN AVE N""",NonResidential,Compliant,2015,No,71.0,,"Medical Office, Parking",NORTHWEST,Medical Office,NORTH DISTRICT MULTI-SERVICE CENTER - KING COUNTY,3026049025
5067," ""1550 N 115TH ST""",NonResidential,Compliant,2015,No,88.0,Hospital (General Medical & Surgical),"Hospital (General Medical & Surgical), Parking",NORTHWEST,Hospital,NORTHWEST HOSPITAL & MEDICAL CENTER,3026049130
5068," ""11500 STONE AVE N""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking",NORTHWEST,Low-Rise Multifamily,AKI KUROSE VILLAGE,3026049140
5069," ""13433 ROOSEVELT WAY N""",Multifamily LR (1-4),Compliant,2015,No,85.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,HALLER LAKE CONDOMINIUM,3033600000
5070," ""2150 N 122ND ST""",NonResidential,Compliant,2015,No,,Worship Facility,"Medical Office, Office, Worship Facility",NORTHWEST,Worship Facility,NORTH SEATTLE ALLIANCE CHURCH,3034200285
5071," ""100 20TH AVE E""",Multifamily LR (1-4),Compliant,2015,No,34.0,Multifamily Housing,Multifamily Housing,CENTRAL,Low-Rise Multifamily,Mary Ruth Manor,3043200045
5072," ""1818 20TH AVE""",Multifamily LR (1-4),Compliant,2015,No,64.0,Multifamily Housing,Multifamily Housing,CENTRAL,Low-Rise Multifamily,PRINCE OF WALES APTS,3043200100
5073," ""2701 BEACON AVE S""",NonResidential,Compliant,2015,No,16.0,Supermarket/Grocery Store,Supermarket/Grocery Store,GREATER DUWAMISH,Supermarket/Grocery Store,HILLTOP RED APPLE MARKET,3086003145
5074," ""521 5TH AVE W""",Multifamily HR (10+),Compliant,2015,No,40.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,High-Rise Multifamily,HARBOR HOUSE ON QUEEN ANNE CONDOMINIUM,3110430000
5075," ""2621 2ND AVE""",Multifamily HR (10+),Compliant,2015,No,94.0,Multifamily Housing,"Multifamily Housing, Office, Swimming Pool",DOWNTOWN,High-Rise Multifamily,HARBOUR HEIGHTS CONDOMINIUM,3110500000
5076," ""1333 HARBOR AVE SW""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,HARBOR LANDING CONDOMINIUM,3110580000
5077," ""4421 GREENWOOD AVE N""",Multifamily LR (1-4),Compliant,2015,No,68.0,Multifamily Housing,Multifamily Housing,LAKE UNION,Low-Rise Multifamily,HARBOR LIGHTS WEST CONDOMINIUM,3110620000
5078," ""1639 HARBOR AVE SW""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,HARBOR CREST CONDOMINIUM,3110650000
5079," ""1727 HARBOR AVE SW""",Multifamily MR (5-9),Compliant,2015,No,15.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Mid-Rise Multifamily,HARBOR PARK CONDOMINIUM,3110700000
5080," ""3318 30TH AVE SW""",Multifamily MR (5-9),Compliant,2015,Yes,96.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Mid-Rise Multifamily,HARBOR PLACE CONDOMINIUM,3110710000
5081," ""2611 EASTLAKE AVE E""",Multifamily LR (1-4),Compliant,2015,Yes,94.0,,,LAKE UNION,Low-Rise Multifamily,HARBOR POINTE CONDOMINIUM,3110730000
5082," ""300 LAKESIDE AVE S""",Multifamily LR (1-4),Compliant,2015,No,70.0,Multifamily Housing,"Multifamily Housing, Parking",CENTRAL,Low-Rise Multifamily,HARBOUR HOUSE AT LESCHI CONDOMINIUM,3110740000
5083," ""3717 BEACH DR SW""",Multifamily LR (1-4),Compliant,2015,Yes,83.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,HARBOR WEST CONDOMINIUM,3110750000
5084," ""1019 HARBOR AVE SW""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,SOUTHWEST,Mid-Rise Multifamily,HARBOUR VISTA CONDOMINIUM,3110810000
5085," ""201 16TH AVE E""",NonResidential,Compliant,2015,Yes,61.0,Medical Office,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",EAST,Medical Office,GROUP HEALTH HOSPITAL-SEATTLE,3117000005
5086," ""7901 1ST AVE S""",NonResidential,Compliant,2015,No,60.0,Distribution Center,Distribution Center,DELRIDGE,"Distribution Center
","INTERMOUNTAIN SUPPLY, INC.",3124049001
5087," ""9401 MYERS WAY S""",Nonresidential COS,Compliant,2015,No,,Adult Education,Adult Education,DELRIDGE,Other,Joint Training Facilities CAMPUS,3124049024
5088," ""8111 1ST AVE S""",NonResidential,Compliant,2015,No,,Other - Services,"Office, Other - Services",DELRIDGE,Other,"WASTE MANAGEMENT MAINTENANCE SHED, BLDG A",3124049151
5089," ""9200 2ND AVE SW""",Multifamily MR (5-9),Compliant,2015,No,95.0,Multifamily Housing,"Multifamily Housing, Office, Other, Parking",DELRIDGE,Mid-Rise Multifamily,ARROWHEAD GARDENS,3124049216
5090," ""7320 E GREEN LAKE DR N""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,GREEN LAKE TERRACE CONDOMINIUM,2887800000
5091," ""7850 E GREEN LAKE DR N""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,GREEN LAKE VISTA CONDOMINIUM,2887900000
5092," ""7100 GREENWOOD AVE N""",Multifamily LR (1-4),Compliant,2015,No,80.0,Multifamily Housing,"Multifamily Housing, Parking",NORTHWEST,Low-Rise Multifamily,GREENTREE CONDOMINIUM,2892900000
5093," ""1239 S KING ST""",NonResidential,Compliant,2015,No,92.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,DOWNTOWN,Non-Refrigerated Warehouse,BRIGGS TECHNOLOGIES INC,8170100350
5094," ""611 12TH AVE S""",NonResidential,Compliant,2015,Yes,100.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,PEARL WARREN BUILDING,8170100415
5095," ""1011 S WELLER ST""",Multifamily MR (5-9),Compliant,2015,No,88.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,LESCHI HOUSE,8170100420
5096," ""606 12TH AVE S""",NonResidential,Compliant,2015,Yes,76.0,Medical Office,Medical Office,DOWNTOWN,Medical Office,LESCHI CENTER,8170100430
5097," ""1225 S WELLER ST""",NonResidential,Compliant,2015,No,87.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,THE WELLER BUILDING,8170100455
5098," ""1700 12TH AVE S""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,GREATER DUWAMISH,Low-Rise Multifamily,TAIYO CONDOMINIUM,8556200000
5099," ""1000 UNION ST""",Multifamily MR (5-9),Compliant,2015,No,58.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,TALISMAN CONDOMINIUM,8560600000
5100," ""11300 3RD AVE NE""",Multifamily LR (1-4),Compliant,2015,No,73.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,THE COURT AT NORTHGATE,8565100000
5101," ""3333 WALLINGFORD AVE N""",Multifamily LR (1-4),Compliant,2015,No,39.0,Multifamily Housing,"Multifamily Housing, Parking",LAKE UNION,Low-Rise Multifamily,"TAVONA CONDOMINIUM, UNIT C - 3",8566800000
5102," ""1511 TAYLOR AVE N""",Multifamily MR (5-9),Compliant,2015,No,61.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,TAYLOR,8567000000
5103," ""1730 TAYLOR AVE N""",Multifamily MR (5-9),Compliant,2015,No,78.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,TAYLOR ANNE CONDOMINIUM,8567250000
5104," ""1246 TAYLOR AVE N""",Multifamily LR (1-4),Compliant,2015,Yes,98.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,TAYLOR-LEE CONDOMINIUM,8567500000
5105," ""2101 N 55TH ST""",Multifamily LR (1-4),Compliant,2015,No,16.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,TANGLETOWN CONDOMINIUM,8568260000
5106," ""403 TERRY AVE""",Multifamily LR (1-4),Compliant,2015,Yes,59.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,TERRY TERRACE,8590000000
5107," ""901 8TH AVE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking, Retail Store",EAST,Mid-Rise Multifamily,LANDES APARTMENTS,8590400400
5108," ""714 7TH AVE""",Multifamily MR (5-9),Compliant,2015,No,88.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,ZINDORF APTS,8590400465
5109," ""600 7TH AVE""",Multifamily LR (1-4),Compliant,2015,No,63.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,SEVENTH & JAMES,8590400485
5110," ""12549 28TH AVE NE""",Multifamily LR (1-4),Compliant,2015,Yes,85.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,BROOKVIEW APTS,3834500625
5111," ""2700 NE 125TH ST""",Multifamily LR (1-4),Compliant,2015,No,71.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,VILLAGER APARTMENTS,3834500690
5112," ""1305 E MADISON ST""",Multifamily LR (1-4),Compliant,2015,No,48.0,Multifamily Housing,Multifamily Housing,CENTRAL,Low-Rise Multifamily,PARK HILL APTS,3865400010
5113," ""4925 CORSON AVE S""",SPS-District K-12,Compliant,2015,Yes,97.0,K-12 School,K-12 School,GREATER DUWAMISH,K-12 School,MAPLE ELEMENTARY SCHOOL(SPS-DISTRICT),3869400560
5114," ""637 3RD AVE W""",Multifamily LR (1-4),Compliant,2015,Yes,93.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,LA CHARME,3876900005
5115," ""617 3RD AVE W""",Multifamily LR (1-4),Compliant,2015,No,81.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,MERCEDES APTS,3876900015
5116," ""326 W MERCER ST""",Multifamily LR (1-4),Compliant,2015,No,77.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,LOLA APTS,3876900040
5117," ""616 4TH AVE W""",Multifamily LR (1-4),Compliant,2015,No,57.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,CHELAN APTS,3876900055
5118," ""400 W MERCER ST""",Multifamily LR (1-4),Compliant,2015,No,69.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,FRANCONIA APT,3876900140
5119," ""4840 CALIFORNIA AVE SW""",Multifamily LR (1-4),Compliant,2015,Yes,85.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHWEST,Low-Rise Multifamily,SAN JUAN APTS,7579201085
5120," ""4852 CALIFORNIA AVE SW""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office",SOUTHWEST,Mid-Rise Multifamily,HUDSON SQUARE APTS,7579201105
5121," ""8356 16TH AVE NW""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking",BALLARD,Low-Rise Multifamily,FORTY SEVEN APTS,7588700346
5122," ""8332 15TH AVE NW""",NonResidential,Compliant,2015,No,18.0,Supermarket/Grocery Store,"Parking, Supermarket/Grocery Store",BALLARD,Supermarket/Grocery Store,SAFEWAY STORE # 1143,7589200051
5123," ""929 N 130TH ST""",NonResidential,Compliant,2015,No,,Retail Store,"Office, Parking, Retail Store",NORTHWEST,Retail Store,BITTER LAKE PLAZA,7608700007
5124," ""2770 ALKI AVE SW""",Multifamily LR (1-4),Compliant,2015,No,17.0,Multifamily Housing,"Multifamily Housing, Parking, Restaurant",SOUTHWEST,Low-Rise Multifamily,COYOTE RESTAURANT/APARTMENT,7621700015
5125," ""5020 CALIFORNIA AVE SW""",Multifamily MR (5-9),Compliant,2015,No,95.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHWEST,Mid-Rise Multifamily,THE BLAKE APTS (Built Green 3 Star Certified),7624700100
5126," ""5451 CALIFORNIA AVE SW""",Multifamily LR (1-4),Compliant,2015,Yes,92.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,SUNSET VISTA APTS,7625701325
5127," ""5631 CALIFORNIA AVE SW""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,EXECUTIVE HOUSE,7625701430
5128," ""1021 SW KLICKITAT WAY""",Campus,Compliant,2015,No,,Other,Other,GREATER DUWAMISH,Other,TERMINAL 102 PORT OF SEATTLE - CAMPUS,7666701220
5129," ""1131 SW KLICKITAT WAY""",NonResidential,Compliant,2015,No,54.0,Office,"Office, Parking",GREATER DUWAMISH,Small- and Mid-Sized Office,HARBOR MARINA BLDGS E & F,7666701250
5130," ""3419 11TH AVE SW""",NonResidential,Compliant,2015,No,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office",GREATER DUWAMISH,Non-Refrigerated Warehouse,HARDWARE SPECIALTY CO,7666702210
5131," ""800 JEFFERSON ST""",Multifamily HR (10+),Compliant,2015,Yes,41.0,Multifamily Housing,"Multifamily Housing, Other/Specialty Hospital",EAST,High-Rise Multifamily,JEFFERSON TERRACE,8590400750
5132," ""517 9TH AVE""",Multifamily LR (1-4),Compliant,2015,No,60.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,TERRACE CREST APT'S,8590400755
5133," ""805 CHERRY ST""",Multifamily LR (1-4),Compliant,2015,No,83.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,BAY RIDGE COURT,8590400790
5134," ""725 9TH AVE""",Multifamily HR (10+),Compliant,2015,No,9.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,High-Rise Multifamily,SKYLINE  FIRST HILL,8590400825
5135," ""805 MARION ST""",Multifamily LR (1-4),Compliant,2015,Yes,61.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,CLARWOOD APARTMENTS,8590400865
5136," ""821 9TH AVE""",Multifamily LR (1-4),Compliant,2015,Yes,55.0,,,EAST,Low-Rise Multifamily,ENVOY APARTMENTS,8590400870
5137," ""801 9TH AVE""",Multifamily MR (5-9),Compliant,2015,No,20.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,WESTLAKE II,8590400890
5138," ""910 8TH AVE""",Multifamily HR (10+),Compliant,2015,No,5.0,Multifamily Housing,Multifamily Housing,EAST,High-Rise Multifamily,"M STREET APTS, RETAIL, & OFFICE",8590400905
5139," ""823 MADISON ST""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Restaurant, Retail Store",EAST,Low-Rise Multifamily,MADISON APTS,8590400910
5140," ""903 9TH AVE""",Multifamily LR (1-4),Compliant,2015,No,100.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,WESTMINSTER APARTMENTS,8590400931
5141," ""804 9TH AVE""",NonResidential,Compliant,2015,No,31.0,Residence Hall/Dormitory,Residence Hall/Dormitory,EAST,Residence Hall/Dormitory,ST JAMES CATHEDRAL & RECTORY,8590900085
5142," ""700 9TH AVE""",NonResidential,Compliant,2015,No,90.0,Office,"Office, Parking",EAST,Small- and Mid-Sized Office,PIGOTT BUILDING,8590900135
5143," ""915 CHERRY ST""",Multifamily LR (1-4),Compliant,2015,Yes,25.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,CHERRY TERRACE,8590900145
5144," ""600 9TH AVE""",Multifamily MR (5-9),Compliant,2015,No,79.0,,,EAST,Mid-Rise Multifamily,HARBORVIEW APTS,8590900160
5145," ""1005 TERRACE ST""",Multifamily HR (10+),Compliant,2015,No,36.0,Multifamily Housing,Multifamily Housing,EAST,High-Rise Multifamily,HILLTOP HOUSE,8590900410
5146," ""420 TERRY AVE""",Multifamily LR (1-4),Compliant,2015,No,16.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,THE ENGLEWOOD APTS,8590900450
5147," ""415 BOREN AVE""",Multifamily LR (1-4),Compliant,2015,Yes,45.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,THE MONTICELLO APTS,8590900455
5148," ""404 TERRY AVE""",Multifamily MR (5-9),Compliant,2015,Yes,96.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,PORTICO APTS,8590900485
5149," ""504 TERRY AVE""",Multifamily LR (1-4),Compliant,2015,No,98.0,,,EAST,Low-Rise Multifamily,SAN JUAN APTS- DEMOLISHED MAY 2016,8590900510
5150," ""704 TERRY AVE""",NonResidential,Compliant,2015,No,,Museum,"Museum, Parking",EAST,Other,FRYE ART MUSEUM,8590900585
5151," ""1124 COLUMBIA ST""",NonResidential,Compliant,2015,No,,,,EAST,Other,FIRST HILL MEDICAL PAVILLION,8590900646
5152," ""1115 COLUMBIA ST""",NonResidential,Compliant,2015,No,69.0,Office,Office,EAST,Small- and Mid-Sized Office,SWEDISH HOSPITAL MEDICAL CENTER,8590900690
5153," ""1120 SPRING ST""",Multifamily HR (10+),Compliant,2015,Yes,23.0,Multifamily Housing,Multifamily Housing,EAST,High-Rise Multifamily,KELLEHER HOUSE CONDOMINIUM,3801000000
5154," ""6315 RAINIER AVE S""",NonResidential,Compliant,2015,No,,Other,Other,SOUTHEAST,Other,CENTURYLINK: PARKWAY CO,3812400023
5155," ""3025 NE 137TH ST""",Multifamily LR (1-4),Compliant,2015,No,70.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,Park 3025,3821700041
5156," ""3031 NE 137TH ST""",Multifamily LR (1-4),Compliant,2015,No,56.0,Multifamily Housing,"Multifamily Housing, Retail Store",NORTH,Low-Rise Multifamily,CHAMELEON APTS -68 UNITS & OFFICES,3821700080
5157," ""13725 32ND AVE NE""",Multifamily LR (1-4),Compliant,2015,Yes,37.0,Multifamily Housing,"Multifamily Housing, Parking",NORTH,Low-Rise Multifamily,CLOCKTOWER APTS - 140 UNITS,3821700111
5158," ""13751 LAKE CITY WAY NE""",NonResidential,Compliant,2015,Yes,88.0,Office,"Office, Parking",NORTH,Small- and Mid-Sized Office,GATEWAY PLAZA OFFICE BLDG,3821700140
5159," ""13716 LAKE CITY WAY NE""",Multifamily MR (5-9),Compliant,2015,No,100.0,Senior Care Community,"Parking, Senior Care Community",NORTH,Senior Care Community,VICTORIA PARK SENIOR APARTMENTS,3834000540
5160," ""12745 30TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",NORTH,Low-Rise Multifamily,15 UNIT MIXED USE,3834500015
5161," ""12728 28TH AVE NE""",Multifamily MR (5-9),Compliant,2015,No,92.0,Multifamily Housing,Multifamily Housing,NORTH,Mid-Rise Multifamily,KING ARTHUR'S COURT APARTMENTS,3834500070
5162," ""12547 26TH AVE NE""",NonResidential,Compliant,2015,Yes,99.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,NORTH,Non-Refrigerated Warehouse,DAILY RACING FORM/WAREHOUSE,3834500415
5163," ""12550 26TH AVE NE""",NonResidential,Compliant,2015,No,,Other,Other,NORTH,Other,CENTURYLINK: LAKE CITY GARAGE,3834500515
